0,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9
433,0.17942,0.23467,0.281,0.34517,0.43428,0.4622,0.4824,0.49488,0.49904,0.49666,0.45091,0.38497,0.2816,0.20199,0.15506,0.14139,0.13129
434,0.18239,0.23704,0.28457,0.34933,0.44022,0.46814,0.48894,0.50141,0.50557,0.50379,0.45686,0.38913,0.28398,0.20318,0.15506,0.14139,0.13129
435,0.18536,0.24001,0.28754,0.35408,0.44557,0.47468,0.49547,0.50854,0.5127,0.51032,0.4628,0.39388,0.28695,0.20437,0.15506,0.14139,0.13129
436,0.18833,0.24239,0.2911,0.35883,0.45151,0.48121,0.50201,0.51508,0.51923,0.51686,0.46814,0.39863,0.28932,0.20556,0.15565,0.14139,0.13129
437,0.1913,0.24536,0.29467,0.36358,0.45745,0.48715,0.50914,0.52221,0.52636,0.52399,0.47468,0.40339,0.29229,0.20734,0.15565,0.14139,0.13129
438,0.19427,0.24833,0.29883,0.36834,0.46339,0.49369,0.51626,0.52933,0.53349,0.53112,0.48062,0.40814,0.29526,0.20853,0.15625,0.14199,0.13129
439,0.19783,0.2513,0.30239,0.37309,0.46933,0.50022,0.5228,0.53646,0.54062,0.53825,0.48656,0.41349,0.29823,0.20971,0.15684,0.14199,0.13129
440,0.2008,0.25486,0.30596,0.37784,0.47587,0.50735,0.52993,0.54359,0.54835,0.54537,0.49309,0.41824,0.3018,0.2115,0.15743,0.14258,0.13189
441,0.20437,0.25784,0.31012,0.38319,0.48181,0.51448,0.53706,0.55132,0.55607,0.5531,0.49963,0.42359,0.30477,0.21328,0.15862,0.14318,0.13248
442,0.20793,0.26081,0.31368,0.38794,0.48834,0.52102,0.54419,0.55844,0.5632,0.56023,0.50616,0.42893,0.30833,0.21506,0.15922,0.14377,0.13308
443,0.2115,0.26378,0.31784,0.39269,0.49428,0.52755,0.55132,0.56557,0.57033,0.56736,0.5127,0.43369,0.3113,0.21684,0.15981,0.14436,0.13367
444,0.21506,0.26734,0.3214,0.39804,0.50082,0.53409,0.55844,0.5733,0.57805,0.57508,0.51923,0.43903,0.31487,0.21863,0.161,0.14496,0.13426
445,0.21863,0.27031,0.32556,0.40279,0.50676,0.54122,0.56557,0.57983,0.58518,0.58221,0.52577,0.44438,0.31843,0.22041,0.16219,0.14615,0.13545
446,0.22278,0.27388,0.32913,0.40755,0.5127,0.54775,0.57211,0.58756,0.59231,0.58934,0.53171,0.44973,0.322,0.22278,0.16337,0.14733,0.13605
447,0.22635,0.27685,0.33328,0.4123,0.51923,0.55429,0.57924,0.59409,0.59944,0.59647,0.53825,0.45507,0.32556,0.22516,0.16456,0.14793,0.13723
448,0.22991,0.28041,0.33685,0.41705,0.52518,0.56082,0.58577,0.60122,0.60657,0.6036,0.54419,0.45983,0.32913,0.22694,0.16575,0.14912,0.13842
449,0.23407,0.28338,0.34041,0.4218,0.53052,0.56676,0.59231,0.60775,0.6131,0.61013,0.55013,0.46458,0.3321,0.22932,0.16753,0.1509,0.13961
450,0.23823,0.28635,0.34398,0.42596,0.53646,0.5727,0.59884,0.61429,0.61964,0.61667,0.55607,0.46933,0.33566,0.2317,0.16872,0.15209,0.14139
451,0.24179,0.28932,0.34754,0.43072,0.54181,0.57864,0.60478,0.62082,0.62617,0.6232,0.56201,0.47408,0.33863,0.23407,0.1705,0.15387,0.14258
452,0.24595,0.29229,0.35111,0.43487,0.54716,0.58399,0.61072,0.62677,0.63211,0.62914,0.56736,0.47884,0.3422,0.23585,0.17229,0.15506,0.14436
453,0.24952,0.29526,0.35408,0.43903,0.55191,0.58993,0.61667,0.63271,0.63805,0.63568,0.5727,0.48359,0.34576,0.23823,0.17407,0.15684,0.14615
454,0.25368,0.29823,0.35764,0.4426,0.55666,0.59528,0.62201,0.63805,0.64399,0.64102,0.57805,0.48834,0.34933,0.2412,0.17585,0.15862,0.14852
455,0.25784,0.3012,0.36061,0.44676,0.56142,0.60003,0.62736,0.64399,0.64993,0.64696,0.5834,0.4925,0.3523,0.24358,0.17823,0.161,0.1503
456,0.26199,0.30417,0.36358,0.45032,0.56617,0.60478,0.63211,0.64875,0.65469,0.65172,0.58815,0.49666,0.35586,0.24595,0.1806,0.16278,0.15268
457,0.26615,0.30655,0.36655,0.45329,0.56973,0.60954,0.63686,0.6535,0.66003,0.65706,0.59231,0.50082,0.35883,0.24892,0.18298,0.16516,0.15506
